id_modelo,cod_produto,nome,preco_loja_programada,preco_loja_fresh,
911078,KDB4350,RAÇÃO ÚMIDA PARA CÃES ADULTOS RAÇAS MÉDIAS E GRANDES GOURMET PREMIER PEITO DE FRANGO SACHÊ 85G,"7,89",,Gabriela Pereira
911080,KDB4352,RAÇÃO ÚMIDA PARA CÃES ADULTOS RAÇAS PEQUENAS GOURMET GOLDEN FRANGO SACHÊ 85G,"3,49",,Gabriela Pereira
911081,KDB4353,RAÇÃO ÚMIDA PARA CÃES ADULTOS RAÇAS PEQUENAS GOURMET PREMIER PEITO DE FRANGO SACHÊ 85G,"7,99",,Gabriela Pereira
911082,KDB4354,RAÇÃO ÚMIDA PARA CÃES ADULTOS RAÇAS PEQUENAS GOURMET PREMIER PEITO DE SALMÃO E ARROZ INTEGRAL SACHÊ 85G,"8,39",,Gabriela Pereira
911083,KDB4355,RAÇÃO ÚMIDA PARA CÃES ADULTOS RAÇAS PEQUENAS ORGÂNICO PREMIER FRANGO SACHÊ 85G,"7,59",,Gabriela Pereira
911084,KDB4356,RAÇÃO ÚMIDA PARA CÃES FILHOTES GOURMET GOLDEN FRANGO SACHÊ 85G,"3,89",,Gabriela Pereira
911085,KDB4357,RAÇÃO ÚMIDA PARA CÃES FILHOTES GOURMET PREMIER PEITO DE FRANGO SACHÊ 85G,"7,59",,Gabriela Pereira
911087,KDB4359,RAÇÃO ÚMIDA PARA GATOS ADULTOS CASTRADOS GOURMET GOLDEN CARNE SACHÊ 70G,"2,99",,Gabriela Pereira
911088,KDB4360,RAÇÃO ÚMIDA PARA GATOS ADULTOS CASTRADOS GOURMET GOLDEN FRANGO SACHÊ 70G,"2,99",,Gabriela Pereira
911089,KDB4361,RAÇÃO ÚMIDA PARA GATOS ADULTOS CASTRADOS GOURMET PREMIER ATUM SACHÊ 70G,"7,39",,Gabriela Pereira
911090,KDB4362,RAÇÃO ÚMIDA PARA GATOS ADULTOS CASTRADOS GOURMET PREMIER PEITO DE FRANGO SACHÊ 70G,"6,99",,Gabriela Pereira
911091,KDB4363,RAÇÃO ÚMIDA PARA GATOS FILHOTES GOURMET GOLDEN ATUM FRANGO 70G,"2,99",,Gabriela Pereira
911092,KDB4364,RAÇÃO ÚMIDA PARA GATOS FILHOTES GOURMET PREMIER PEITO DE FRANGO SACHÊ 70G,"7,59",,Gabriela Pereira
911103,KDB4375,"RAÇÃO SECA PARA GATOS ADULTOS CASTRADOS WHISKAS CARNE 2,7KG","49,9",,Gabriela Pereira
911109,KDB4381,CONDICIONADOR SIAGE CICA THERAPY 200ML,"49,9",,Manuella Oliveira
911110,KDB4382,SHAMPOO SIAGE CICA THERAPY 250ML,"44,9",,Manuella Oliveira
911112,KDB4384,LEAVE IN SIAGE CICA THERAPY 100ML,"54,9",,Manuella Oliveira
911113,KDB4385,SHAMPOO SIAGE CAUTERIZAÇÃO DOS LISOS 250ML,"44,9",,Manuella Oliveira
911114,KDB4386,MÁSCARA CAPILAR SIAGE CAUTERIZAÇÃO DOS LISOS 250G,"69,9",,Manuella Oliveira
911115,KDB4387,CONDICIONADOR SIAGE CAUTERIZAÇÃO DOS LISOS 200ML,"49,9",,Manuella Oliveira
911117,KDB4389,MÁSCARA CAPILAR SIAGE GLOW EXPERT 250G,"69,9",,Manuella Oliveira
911118,KDB4390,CONDICIONADOR SIAGE GLOW EXPERT 200ML,"47,9",,Manuella Oliveira
911119,KDB4391,SHAMPOO SIAGE GLOW EXPERT 250ML,"44,9",,Manuella Oliveira
911120,KDB4392,LEAVE IN SIAGE DISCIPLINANT GLOW EXPERT 100ML,"56,99",,Manuella Oliveira
911121,KDB4393,MÁSCARA CAPILAR SIAGE COMBATE O FRIZZ 250G,"69,9",,Manuella Oliveira
911122,KDB4394,SHAMPOO SIAGE COMBATE O FRIZZ 250ML,"44,9",,Manuella Oliveira
911123,KDB4395,CONDICIONADOR SIAGE COMBATE O FRIZZ 200ML,"46,9",,Manuella Oliveira
911124,KDB4396,SPRAY COMBATE O FRIZZ SIAGE 50ML,"52,9",,Manuella Oliveira
911125,KDB4397,LEAVE IN SIAGE LISO INTENSO 100ML,"59,9",,Manuella Oliveira
911127,KDB4399,CONDICIONADOR SIAGE LISO INTENSO 200ML,"47,9",,Manuella Oliveira
911157,KDB4429,"BISCOITO NUTELLA BISCUIT 41,4G","12,29",,Stephanie Jesus
911161,KDB4433,"RAÇÃO SECA PARA CÃES ADULTOS RAÇAS PEQUENAS SELEÇÃO NATURAL PREMIER FRANGO KORIN COM BATATA DOCE 10,1KG","242,9",,Stephanie Jesus
911162,KDB4434,ÁGUA TÔNICA CLÁSSICA ORGÂNICA WEWI LATA 269ML,"5,99",,Camila Fim
911163,KDB4435,ÁGUA TÔNICA ROSÉ ORGÂNICA WEWI LATA 269ML,"5,99",,Camila Fim
911164,KDB4436,ENERGÉTICO ORGÂNICO WEWI LATA 269ML,"7,19",,Camila Fim
911170,KDB4442,RAÇÃO PARA CÃES SENIOR RAÇAS GRANDES FORMULA PREMIER FRANGO 15KG,"252,9",,Gabriela Pereira
911172,KDB4444,RAÇÃO PARA CÃES ADULTOS RAÇAS MEDIAS E GRANDES SELEÇÃO NATURAL GOLDEN FRANGO COM BATATA DOCE 12KG,"169,9",,Gabriela Pereira
911173,KDB4445,RAÇÃO PARA CÃES ADULTOS RAÇAS MEDIAS PREMIER FRANGO 15KG,"251,79",,Gabriela Pereira
911174,KDB4446,"RAÇÃO PARA CÃES ADULTOS RAÇAS PEQUENAS NUTRIÇÃO CLINICA PREMIER HIPOALERGENICO CORDEIRO E ARROZ 10,1KG","346,9",,Gabriela Pereira
911175,KDB4447,"RAÇÃO PARA CÃES ADULTOS RAÇAS MEDIAS E GRANDES NUTRIÇÃO CLINICA PREMIER HIPOALERGENICO 10,1KG","346,9",,Gabriela Pereira
911178,KDB4450,"RAÇÃO PARA CÃES FILHOTES AMBIENTES INTERNOS PREMIER FRANGO E SALMÃO 7,5KG","216,9",,Gabriela Pereira
911199,KDB4471,ACHOCOLATADO EM PÓ NESCAU 30% 180G,"18,79",,Stephanie Jesus
911201,KDB4473,"RAÇÃO ÚMIDA PARA CÃES ADULTOS KELDOG CARNE, ERVILHA E CENOURA 100G","2,59",,Gabriela Pereira
911203,KDB4475,EXTRATO DE TOMATE QUERO CAIXA 320G,"4,89",,Juliana Rodrigues
911205,KDB4477,RAÇÃO PARA CÃES ADULTOS RAÇAS PEQUENAS CIBAU 15KG,"319,9",,Gabriela Pereira
911214,KDB4486,TAPETE HIGIÊNICO PARA CÃES SUPER SECÃO MAX SLIM 60X90 C/30UN,"88,9",,Gabriela Pereira
911215,KDB4487,RAÇÃO SECA PARA CÃES FILHOTES RAÇAS PEQUENAS GOURMET GRAN PLUS OVELHA E ARROZ 1KG,"25,49",,Gabriela Pereira
911216,KDB4488,RAÇÃO SECA PARA CÃES FILHOTES RAÇAS PEQUENAS GOURMET GRAN PLUS OVELHA E ARROZ 3KG,"54,9",,Gabriela Pereira
911219,KDB4491,RAÇÃO SECA PARA GATOS ADULTOS CASTRADOS MENU GRAN PLUS OVELHA E ARROZ 3KG,"72,9",,Gabriela Pereira
911234,KDB4506,BEBIDA VEGETAL VIDA COFFEE ORIGINAL VIDA VEG 250G,"11,99","11,99",Fairlie Padoan
911245,KDB4517,ANTI MOFO SECAR ORIGINAL GEL LAVANDA 50G,"12,49",,Jefferson Moraes
911284,KDB4556,AÇAÍ ECO FRESH NATURAL GUARANÁ 500G,"21,99","21,99",Laura Morais
911305,KDB4577,CHOCOLATE BRANCO LACTA COM RECHEIO OURO BRANCO 98G,"7,79",,Stephanie Jesus
911307,KDB4579,CHOCOLATE AO LEITE LACTA COM RECHEIO SONHO DE VALSA 98G,"7,79",,Stephanie Jesus
911312,KDB4584,DANONINHO PETIT SUISSE PARA LEVAR MORANGO E BANANA 70G,"3,79","3,79",Geovanna Bezerra
911313,KDB4585,DANONINHO POUCH MORANGO DANONE 70G,"3,79","3,79",Geovanna Bezerra
911321,KDB4593,"RAÇÃO PARA CÃES ADULTOS RAÇAS MEDIAS E GRANDES MAX CARNE, FRANGO E ARROZ 15KG","178,9",,Gabriela Pereira
911323,KDB4595,RAÇÃO PARA CÃES ADULTOS RAÇAS MEDIAS E GRANDES MAX CARNE E ARROZ 3KG,"40,9",,Gabriela Pereira
911325,KDB4597,RAÇÃO PARA CÃES ADULTOS RAÇAS MEDIAS E GRANDES MAX FRANGO E ARROZ 15KG,"164,9",,Gabriela Pereira
911326,KDB4598,RAÇÃO PARA CÃES ADULTOS RAÇAS MEDIAS E GRANDES MAX FRANGO E ARROZ 3KG,"54,9",,Gabriela Pereira
911327,KDB4599,RAÇÃO PARA CÃES FILHOTES RAÇAS MEDIAS E GRANDES MAX CARNE E ARROZ 15KG,"169,9",,Gabriela Pereira
911330,KDB4602,RAÇÃO PARA CÃES ADULTOS RAÇAS MEDIAS E GRANDES MAX CARNE E ARROZ 15KG,"159,9",,Gabriela Pereira
911351,KDB4623,BISCOITO PARA CÃES ADULTOS RAÇAS MEDIAS E GRANDES FORMULA NATURAL BATATA DOCE 250G,"19,79",,Gabriela Pereira
911352,KDB4624,BISCOITO PARA CÃES ADULTOS RAÇAS MEDIAS E GRANDES FORMULA NATURAL ABÓBORA 250G,"19,79",,Gabriela Pereira
911353,KDB4625,RAÇÃO SECA PARA CÃES ADULTOS RAÇAS PEQUENAS E MINI FRESH MEAT FÓRMULA NATURAL 1KG,"63,9",,Gabriela Pereira
911375,KDB4647,VINHO ROSÉ ITALIANO MANNARA PINOT GRIGIO ROSE 750ML,"49,9",,Vinicius Teixeira
911378,KDB4650,ABSORVENTE COM ABAS ALWAYS NOITES TRANQUILAS C/ 8UN,"14,89",,Jefferson Moraes
911379,KDB4651,APARELHO CORPORAL GILLETTE CORPO C/ 2UN,"22,89",,Jefferson Moraes
911380,KDB4652,DESODORANTE DRY STICK GILLETTE CLEAR GEL COOL WAVE 82G,"36,9",,Jefferson Moraes
911381,KDB4653,ESCOVA DE DENTE MACIA ORAL-B INDICATOR BLACK EXTRA SOFT C/ 2UN,"23,89",,Jefferson Moraes
911385,KDB4657,TAPETE HIGIÊNICO PARA CÃES BIOSEC ECO 60X55CM 7UN,"29,9",,Gabriela Pereira
911387,KDB4659,TAPETE HIGIÊNICO PARA CÃES BIOSEC ECO 80X60CM 7UN,"29,9",,Gabriela Pereira
911397,KDB4669,TABLETE LÍNGUA DE GATO CHOCOLATE BRANCO KOPENHAGEN 100G,"37,9",,Stephanie Jesus
911454,KDB4726,SABONETE EM BARRA FLOR DE YPÊ FLOR DE MAÇÃ E FRAMBOESA 85G,"2,69",,Jefferson Moraes
911496,KDB4768,CONDICIONADOR LÍQUIDO GLICERINA PAMPERS 200ML,"24,9",,Manuella Oliveira
911500,KDB4772,LOÇÃO HIDRATANTE GIRASSOL PAMPERS 200ML,"24,9",,Manuella Oliveira
911503,KDB4775,SABONETE LÍQUIDO GLICERINA PAMPERS 200ML,"26,89",,Manuella Oliveira
911504,KDB4776,SABONETE LÍQUIDO GLICERINA PAMPERS 400ML,"36,9",,Manuella Oliveira
911505,KDB4777,SABONETE LÍQUIDO GLICERINA PAMPERS REFIL 350ML,"29,9",,Manuella Oliveira
911506,KDB4778,SHAMPOO LÍQUIDO GLICERINA PAMPERS 200ML,"24,89",,Manuella Oliveira
911507,KDB4779,SHAMPOO LÍQUIDO GLICERINA PAMPERS 400ML,"34,9",,Manuella Oliveira
911535,KDB4807,BEBIDA LÁCTEA PAÇOQUITA PRONTA PARA BEBER ORIGINAL 200ML,"3,99","4,99",Stephanie Jesus
911536,KDB4808,BEBIDA LÁCTEA PAÇOQUITA PRONTA PARA BEBER CHOCOLATE 200ML,"3,99","4,99",Stephanie Jesus
911551,KDB4823,KIT LIMPEZA PARA BEBEDOURO CATMYPET MAGICAT,"38,9",,Gabriela Pereira
911552,KDB4824,VARINHA PARA GATOS CATMYPET PESCA GATINHO,"50,9",,Gabriela Pereira
911553,KDB4825,VARINHA PARA GATOS CATMYPET PESCA GATINHO - REFIL,"14,19",,Gabriela Pereira
911554,KDB4826,CASINHA PARA GATO CATMYPET,"45,9",,Gabriela Pereira
911555,KDB4827,CATNIP EM SPRAY PARA GATOS CATMYPET 120ML,"43,9",,Gabriela Pereira
911556,KDB4828,ARRANHADOR PARA GATOS CATMYPET ARRANHADINHO,"64,9",,Gabriela Pereira
911558,KDB4830,REMOVEDOR DE CHEIRO DE XIXI PARA GATOS CATMYPET LIMPIPI 500ML,"59,9",,Gabriela Pereira
911559,KDB4831,BANHEIRO DESCARTÁVEL PARA GATOS CATMYPET GATOTÔ,"13,99",,Gabriela Pereira
911560,KDB4832,TOALHA UMEDECIDA PARA PETS CATMYPET ALCAT  C/ 30UN,"20,99",,Gabriela Pereira
911561,KDB4833,FONTE PARA GATOS MAGICAT CATMYPET GOLD,"423,39",,Gabriela Pereira
911562,KDB4834,FONTE PARA GATOS MAGICAT CATMYPET BLACK,"423,39",,Gabriela Pereira
911597,KDB4869,AMENDOA   TORRADA COM SAL SHOPPER 150G,"20,99","20,99",Kailany Oliveira
911608,KDB4880,BISCOITO ORGANICO PARA CÃES ADULTOS FORMULA NATURAL MARACUJÁ 150G,"29,69",,Gabriela Pereira
911609,KDB4881,BISCOITO ORGANICO PARA CÃES ADULTOS FORMULA NATURAL MANGA 150G,"29,69",,Gabriela Pereira
911610,KDB4882,BISCOITO ORGANICO PARA CÃES ADULTOS FORMULA NATURAL BANANA 150G,"29,69",,Gabriela Pereira
911623,KDB4895,"RAÇÃO SECA PARA GATOS ADULTOS ROYAL CANIN ORAL CARE 1,5KG","139,9",,Gabriela Pereira
911631,KDB4903,"FORMA AIR FRYER REDONDA PRATSY 16CM X 4,5CM C/50UN","29,49",,Rafael Souza
911632,KDB4904,PÃO DE FORMA NOZES E CRANBERRY SEM GLUTEN MANJUBA 300G,"29,19","29,19",João Reis
911634,KDB4906,PÃO DE FORMA CASTANHAS SEM GLUTEN MANJUBA 300G,"29,19","29,19",João Reis
911636,KDB4908,PÃO DE FORMA 4 SEMENTES SEM GLUTEN MANJUBA 300G,"32,9","32,9",João Reis
911637,KDB4909,PÃO DE FORMA VEGANO SEM GLUTEN MANJUBA 300G,"32,9","32,9",João Reis
911639,KDB4911,CAFÉ EM CÁPSULA      RISTRETTO ALUMÍNIO MELITTA C/10,"18,89",,Leny Neta
911640,KDB4912,CAFÉ EM CÁPSULA      MARCATO ALUMÍNIO MELITTA C/10,"18,89",,Leny Neta
911641,KDB4913,CAFÉ EM CÁPSULA       LUNGO INTENSO ALUMÍNIO MELITTA C/10,"18,89",,Leny Neta
911642,KDB4914,CAFÉ EM CÁPSULA       AUDACCE ALUMÍNIO MELITTA C/10,"18,89",,Leny Neta
911644,KDB4916,SORVETE BACIO DI LATTE SABOR CREMA 490ML,"49,9","49,9",Laura Morais
911659,KDB4931,BEBIDA DE AVEIA KIDS CHOCOLATE NUDE 180ML,"7,99",,Camila Fim
911676,KDB4948,"CARNE PEÇA MAMINHA CONGELADA PUL MINERVA SELEÇÃO 1,1KG A 1,4KG","59,9","59,9",Paulo Pereira
911705,KDB4977,GLUTAMINA PURA VIDA 300G,"96,9",,Kailany Oliveira
911706,KDB4978,CREATINA PURA VIDA CREAPURE 300G,"217,49",,Kailany Oliveira
911719,KDB4991,SALGADINHO BELIVE SABOR QUEIJO SEM GLUTÉN 25G,"4,99",,Vitória Maia
911720,KDB4992,SALGADINHO BELIVE SABOR PRESUNTO SEM GLÚTEN 25G,"4,99",,Vitória Maia
911721,KDB4993,BODY PROTEIN BARRA EQUALIV CACAU 40G,"10,9",,Kailany Oliveira
911722,KDB4994,BODY PROTEIN BARRA EQUALIV MORANGO E CHOCOLATE BRANCO 40G,"10,9",,Kailany Oliveira
911762,KDB5034,CASTANHA DE CAJU TORRADA COM SAL DUNORTE 150G,"26,99",,Kailany Oliveira
911795,KDB5067,COLLAGEN ESSENTIAL PROTEIN CHOCOLATE TRUFADO LATA 510G,"274,9",,Kailany Oliveira
911796,KDB5068,"COLLAGEN ESSENTIAL PROTEIN FRUTAS TROPICAIS LATA 457,5G","274,9",,Kailany Oliveira
911797,KDB5069,ANTIPULGAS E CARRAPATOS FRONTLINE PLUS PARA CÃES DE 20KG A 40KG,"73,59",,Gabriela Pereira
911798,KDB5070,ANTIPULGAS E CARRAPATOS FRONTLINE PLUS PARA CÃES ACIMA DE 40KG,"73,59",,Gabriela Pereira
911799,KDB5071,ANTIPULGAS E CARRAPATOS FRONTLINE PLUS PARA CÃES DE 10KG A 20KG,"60,39",,Gabriela Pereira
911800,KDB5072,ANTIPULGAS E CARRAPATOS FRONTLINE PLUS PARA CÃES DE ATÉ 10KG,"54,89",,Gabriela Pereira
911801,KDB5073,ANTIPULGAS E CARRAPATOS FRONTLINE PLUS PARA GATOS,"52,69",,Gabriela Pereira
911802,KDB5074,ANTIPULGAS E CARRAPATOS FRONTLINE PARA CÃES E GATOS SPRAY 100ML,"132,99",,Gabriela Pereira
911803,KDB5075,ANTIPULGAS E CARRAPATOS FRONTLINE TOP SPOT PARA GATOS,"40,59",,Gabriela Pereira
911804,KDB5076,ANTIPULGAS E CARRAPATOS NEXGARD PARA CÃES DE 2KG A 4KG,"84,59",,Gabriela Pereira
911805,KDB5077,"ANTIPULGAS E CARRAPATOS NEXGARD PARA CÃES DE 4,1KG A 10KG","94,49",,Gabriela Pereira
911806,KDB5078,"ANTIPULGAS E CARRAPATOS NEXGARD PARA CÃES DE 10,1KG A 25KG","113,19",,Gabriela Pereira
911807,KDB5079,"ANTIPULGAS E CARRAPATOS NEXGARD PARA CÃES DE 25,1KG A 50KG","130,79",,Gabriela Pereira
911831,KDB5103,FAVA DE BAUNILHA VANILLA BRASIL 4G,"53,9",,Juliana Rodrigues
911832,KDB5104,EXTRATO NATURAL DE BAUNILHA VANILLA BRASIL 30ML,"50,9",,Juliana Rodrigues
911833,KDB5105,PASTA NATURAL DE BAUNILHA VANILLA BRASIL 42G,"67,9",,Juliana Rodrigues
911834,KDB5106,AÇÚCAR DE BAUNILHA VANILLA BRASIL 80G,"27,99",,Juliana Rodrigues
911837,KDB5109,"BIFINHO PARA CÃES ADULTOS KADI FIT FRANGO, BATATA DOCE & CÚRCUMA 55G","8,99",,Gabriela Pereira
911839,KDB5111,BIFINHO PARA CÃES ADULTOS KADI ARTICULAÇÕES CONDROITINA & COLÁGENO 55G,"8,99",,Gabriela Pereira
911840,KDB5112,"BIFINHO PARA CÃES ADULTOS KADI PELE LINHAÇA, AMARANTO & COLÁGENO 55G","8,99",,Gabriela Pereira
911857,KDB5129,SALGADINHO DE MILHO CHEETOS CRUNCHY SUPER CHEDDAR 78G,"7,99",,Stephanie Jesus
911931,KDB5203,TEMPERO PARA BATATA FRITA HEINZ 70G,"19,99",,Juliana Rodrigues
911934,KDB5206,BEBIDA MISTA FRUIT PUNCH STRAWMELON AMSTEL VIBES LATA 269ML,"5,99",,Camila Fim
911935,KDB5207,BEBIDA MISTA FRUIT PUNCH LEMON AMSTEL VIBES LATA 269ML,"5,99",,Camila Fim
911936,KDB5208,CERVEJA LAGER PREMIUM PURO MALTE AMSTEL GARRAFA 355ML,"4,69",,Camila Fim
911937,KDB5209,RAÇÃO ÚMIDA PARA GATOS N&D NATURAL ATUM E CAMARÃO 70G,"16,89",,Gabriela Pereira
911938,KDB5210,ESPUMANTE BRANCO BRASILEIRO SALTON OURO BRUT 750ML,"69,9",,Vinicius Teixeira
911939,KDB5211,KIT TOP CASA HOME SPRAY E DIFUSOR DE AROMAS CHÁ BRANCO,"53,9",,Jefferson Moraes
911940,KDB5212,KIT TOP CASA HOME SPRAY E DIFUSOR DE AROMAS FLOR DE LARANJEIRA,"53,9",,Jefferson Moraes
911941,KDB5213,KIT TOP CASA HOME SPRAY E DIFUSOR DE AROMAS LAVANDA,"53,9",,Jefferson Moraes
911942,KDB5214,LOÇÃO REPELENTE OFF! GEL HIDRATANTE TOQUE LEVE 100G,"29,99",,Jefferson Moraes
911944,KDB5216,HAMBURGUER SLIDERS SABOR BACON CONGELADO 90G C/ 4UN,"44,9","44,9",Laura Morais
912018,KDB5230,BISCOITO SALT PLUS SOL 360G,"7,99",,Leny Neta
912020,KDB5232,BISCOITO DOLCE PLUS CAFÉ SOL 360G,"7,49",,Leny Neta
912024,KDB5236,BISCOITO SALT PLUS GERGELIM 360G,"7,99",,Leny Neta
912080,KDB5292,BEBEDOURO PARA CÃES E GATOS ÁGUA GELADA CHALESCO ACQUA FRESCA,"32,9",,Gabriela Pereira
912086,KDB5298,COLCHAO LUXO AZUL BICHINHO CHIC TAMANHO P,"149,9",,Gabriela Pereira
912087,KDB5299,COLCHAO LUXO ROSA BICHINHO CHIC TAMANHO P,"149,9",,Gabriela Pereira
912088,KDB5300,COLCHAO LUXO AZUL BICHINHO CHIC TAMANHO M,"183,9",,Gabriela Pereira
912089,KDB5301,COLCHAO LUXO ROSA BICHINHO CHIC TAMANHO M,"183,9",,Gabriela Pereira
912090,KDB5302,COLCHAO LUXO AZUL BICHINHO CHIC TAMANHO G,"216,9",,Gabriela Pereira
912091,KDB5303,COLCHAO LUXO ROSA BICHINHO CHIC TAMANHO G,"216,9",,Gabriela Pereira
912092,KDB5304,CAMA PARIS ROSA BICHINHO CHIC TAMANHO M,"72,9",,Gabriela Pereira
912093,KDB5305,CAMA PARIS MARROM BICHINHO CHIC TAMANHO M,"79,9",,Gabriela Pereira
912094,KDB5306,CAMA PARIS ROSA BICHINHO CHIC TAMANHO G,"95,9",,Gabriela Pereira
912095,KDB5307,CAMA PARIS MARROM BICHINHO CHIC TAMANHO G,"96,9",,Gabriela Pereira
912096,KDB5308,CAMA PARA AUTOMÓVEL PRETA BICHINHO CHIC TAMANHO P,"189,9",,Gabriela Pereira
912097,KDB5309,CAMA PARA AUTOMÓVEL PRETA BICHINHO CHIC TAMANHO M,"230,9",,Gabriela Pereira
912098,KDB5310,BOLSA LUXO ROSA BICHINHO CHIC TAMANHO P,"189,9",,Gabriela Pereira
912099,KDB5311,BOLSA LUXO VERDE BICHINHO CHIC TAMANHO P,"189,9",,Gabriela Pereira
912100,KDB5312,BOLSA LUXO ROSA BICHINHO CHIC TAMANHO M,"213,9",,Gabriela Pereira
912101,KDB5313,BOLSA LUXO VERDE BICHINHO CHIC TAMANHO M,"213,9",,Gabriela Pereira
912102,KDB5314,BOLSA LUXO ROSA BICHINHO CHIC TAMANHO G,"243,9",,Gabriela Pereira
912103,KDB5315,BOLSA LUXO VERDE BICHINHO CHIC TAMANHO G,"243,9",,Gabriela Pereira
912104,KDB5316,COBERTOR ESLOVENIA BEGE BICHINHO CHIC TAMANHO M,"70,9",,Gabriela Pereira
912105,KDB5317,COBERTOR ESLOVENIA ROSA BICHINHO CHIC TAMANHO M,"70,9",,Gabriela Pereira
912114,KDB5326,BLUSAO URSINHO BEGE BICHINHO CHIC TAMANHO 00,"49,39",,Gabriela Pereira
912116,KDB5328,BLUSAO URSINHO BEGE BICHINHO CHIC TAMANHO 02,"68,09",,Gabriela Pereira
912117,KDB5329,BLUSAO URSINHO BEGE BICHINHO CHIC TAMANHO 03,"75,79",,Gabriela Pereira
912118,KDB5330,BLUSAO URSINHO BEGE BICHINHO CHIC TAMANHO 04,"82,39",,Gabriela Pereira
912120,KDB5332,BLUSAO URSINHO BEGE BICHINHO CHIC TAMANHO 06,"108,79",,Gabriela Pereira
912121,KDB5333,BLUSAO URSINHO BEGE BICHINHO CHIC TAMANHO 07,"116,49",,Gabriela Pereira
912122,KDB5334,BLUSAO COELHINHO ROSA BICHINHO CHIC TAMANHO 00,"49,39",,Gabriela Pereira
912123,KDB5335,BLUSAO COELHINHO ROSA BICHINHO CHIC TAMANHO 01,"54,89",,Gabriela Pereira
912124,KDB5336,BLUSAO COELHINHO ROSA BICHINHO CHIC TAMANHO 02,"68,09",,Gabriela Pereira
912125,KDB5337,BLUSAO COELHINHO ROSA BICHINHO CHIC TAMANHO 03,"75,79",,Gabriela Pereira
912126,KDB5338,BLUSAO COELHINHO ROSA BICHINHO CHIC TAMANHO 04,"82,39",,Gabriela Pereira
912128,KDB5340,BLUSAO COELHINHO ROSA BICHINHO CHIC TAMANHO 06,"109,89",,Gabriela Pereira
912129,KDB5341,BLUSAO COELHINHO ROSA BICHINHO CHIC TAMANHO 07,"116,49",,Gabriela Pereira
912130,KDB5342,JAQUETA METALIZADA CINZA BICHINHO CHIC TAMANHO 00,"38,39",,Gabriela Pereira
912131,KDB5343,JAQUETA METALIZADA CINZA BICHINHO CHIC TAMANHO 01,"43,89",,Gabriela Pereira
912132,KDB5344,JAQUETA METALIZADA CINZA BICHINHO CHIC TAMANHO 02,"54,89",,Gabriela Pereira
912133,KDB5345,JAQUETA METALIZADA CINZA BICHINHO CHIC TAMANHO 03,"63,69",,Gabriela Pereira
912134,KDB5346,JAQUETA METALIZADA CINZA BICHINHO CHIC TAMANHO 04,"75,79",,Gabriela Pereira
912135,KDB5347,JAQUETA METALIZADA CINZA BICHINHO CHIC TAMANHO 05,"90,09",,Gabriela Pereira
912136,KDB5348,JAQUETA METALIZADA CINZA BICHINHO CHIC TAMANHO 06,"108,79",,Gabriela Pereira
912137,KDB5349,JAQUETA METALIZADA CINZA BICHINHO CHIC TAMANHO 07,"124,19",,Gabriela Pereira
912138,KDB5350,BLUSAO DINOSSAURO VERDE BICHINHO CHIC TAMANHO 00,"58,19",,Gabriela Pereira
912139,KDB5351,BLUSAO DINOSSAURO VERDE BICHINHO CHIC TAMANHO 01,"58,19",,Gabriela Pereira
912140,KDB5352,BLUSAO DINOSSAURO VERDE BICHINHO CHIC TAMANHO 02,"75,79",,Gabriela Pereira
912141,KDB5353,BLUSAO DINOSSAURO VERDE BICHINHO CHIC TAMANHO 03,"86,79",,Gabriela Pereira
912142,KDB5354,BLUSAO DINOSSAURO VERDE BICHINHO CHIC TAMANHO 04,"97,79",,Gabriela Pereira
912143,KDB5355,BLUSAO DINOSSAURO VERDE BICHINHO CHIC TAMANHO 05,"108,79",,Gabriela Pereira
912160,KDB5372,CAFÉ SACHÊ DRIP COFFEE TOLEDO - CAIXA C/10 UNID,"39,9",,Leny Neta
912161,KDB5373,KIT CARREGADOR 20W + CABO TIPO USB-C I2GO,"109,9",,Rafael Souza
912162,KDB5374,KIT CARREGADOR 20W + CABO TIPO IPHONE I2GO,"179,9",,Rafael Souza
912163,KDB5375,CABO USB PARA IPHONE 2MT I2GO,"82,9",,Rafael Souza
912164,KDB5376,CABO TIPO USB-C PARA IPHONE 2MT I2GO,"129,9",,Rafael Souza
912165,KDB5377,CABO USB PARA TIPO USB-C 2MT I2GO,"39,9",,Rafael Souza
912166,KDB5378,CARREGADOR VEICULAR 2 SAÍDAS 32W I2GO,"84,9",,Rafael Souza
912167,KDB5379,CARREGADOR DE PAREDE DUO 20W ENTRADAS USB E USB-C I2GO,"85,9",,Rafael Souza
912288,KDB5488,ÁGUA SANITÁRIA YPÊ 5L,"19,89",,Jefferson Moraes
912296,KDB5496,HAMBURGUER SLIDERS SABOR ORIGINAL CONGELADO 88G C/ 4UN,"44,9","44,9",Laura Morais
912297,KDB5497,RAÇÃO ÚMIDA PARA GATOS ADULTOS ROYAL CANIN HAIR & SKIN CARE 85G,"14,39",,Gabriela Pereira
912299,KDB5499,"RAÇÃO SECA PARA CÃES ADULTOS RAÇAS MEDIAS E GRANDES N&D TROPICAL SELECTION SALMÃO 2,5KG","114,9",,Gabriela Pereira
912300,KDB5500,"RAÇÃO SECA PARA CÃES ADULTOS RAÇAS MEDIAS E GRANDES N&D TROPICAL SELECTION SUÍNO 2,5KG","96,9",,Gabriela Pereira
